id	token	category	category_merged
68	u	Arabic	Arabic
68	mediċi	Non-Arabic	Non-Arabic
68	biex	Arabic	Arabic
68	jagħtu	Arabic	Arabic
68	l-	Arabic	Arabic
68	għajnuna	Arabic	Arabic
68	.	Symbol	Symbol
69	F'	Arabic	Arabic
69	Malta	Name (Arabic)	Name
69	,	Symbol	Symbol
69	l-	Arabic	Arabic
69	organizzazzjoni	Non-Arabic	Non-Arabic
69	SOS	Name (Non-Arabic)	Name
69	Malta	Name (Arabic)	Name
69	ħeġġet	Arabic	Arabic
69	lill-	Arabic	Arabic
69	pubbliku	Non-Arabic	Non-Arabic
69	Malti	Arabic	Arabic
69	sabiex	Arabic	Arabic
69	jagħti	Arabic	Arabic
69	d-	Arabic	Arabic
69	donazzjonijiet	Mixed	Non-Arabic
69	tiegħu	Arabic	Arabic
69	permezz	Non-Arabic	Non-Arabic
69	ta'	Arabic	Arabic
69	kontijiet	Mixed	Non-Arabic
69	bankarji	Non-Arabic	Non-Arabic
69	ħalli	Arabic	Arabic
69	jgħinu	Arabic	Arabic
69	lil	Arabic	Arabic
69	dawk	Arabic	Arabic
69	li	Arabic	Arabic
69	ntlaqtu	Arabic	Arabic
69	mit-	Arabic	Arabic
69	terremot	Non-Arabic	Non-Arabic
69	.	Symbol	Symbol
70	Id-	Arabic	Arabic
70	Dipartiment	Non-Arabic	Non-Arabic
70	tal-	Arabic	Arabic
70	Protezzjoni	Non-Arabic	Non-Arabic
70	Ċivili	Non-Arabic	Non-Arabic
70	wkoll	Arabic	Arabic
70	qed	Arabic	Arabic
70	jagħmel	Arabic	Arabic
70	tħejjijiet	Arabic	Arabic
70	biex	Arabic	Arabic
70	jorganizza	Mixed	Non-Arabic
70	ġabra	Arabic	Arabic
70	ta'	Arabic	Arabic
70	bżonnijiet	Mixed	Non-Arabic
70	bażiċi	Non-Arabic	Non-Arabic
70	għall-	Arabic	Arabic
70	vittmi	Non-Arabic	Non-Arabic
70	.	Symbol	Symbol
71	Għal	Arabic	Arabic
71	dan	Arabic	Arabic
71	il-	Arabic	Arabic
71	għan	Arabic	Arabic
71	,	Symbol	Symbol
71	id-	Arabic	Arabic
71	Dipartiment	Non-Arabic	Non-Arabic
71	se	Arabic	Arabic
71	jorganizza	Mixed	Non-Arabic
71	ġabra	Arabic	Arabic
71	fis-	Arabic	Arabic
71	Sezzjoni	Non-Arabic	Non-Arabic
71	tal-	Arabic	Arabic
71	Għajnuna	Arabic	Arabic
71	Umanitarja	Non-Arabic	Non-Arabic
71	fil-	Arabic	Arabic
71	Marsa	Name (Arabic)	Name
71	nhar	Arabic	Arabic
71	is-	Arabic	Arabic
71	Sibt	Name (Arabic)	Name
71	u	Arabic	Arabic
71	l-	Arabic	Arabic
71	Ħadd	Name (Arabic)	Name
71	li	Arabic	Arabic
71	ġej	Arabic	Arabic
71	.	Symbol	Symbol
72	Dettalji	Non-Arabic	Non-Arabic
72	dwar	Arabic	Arabic
72	liema	Arabic	Arabic
72	tip	Non-Arabic	Non-Arabic
72	ta'	Arabic	Arabic
72	oġġetti	Non-Arabic	Non-Arabic
72	se	Arabic	Arabic
72	jinġabru	Arabic	Arabic
72	se	Arabic	Arabic
72	jiġu	Arabic	Arabic
72	komunikati	Non-Arabic	Non-Arabic
72	aktar	Arabic	Arabic
72	tard	Non-Arabic	Non-Arabic
72	.	Symbol	Symbol
73	Anke	Non-Arabic	Non-Arabic
73	l-	Arabic	Arabic
73	Caritas	Name (Non-Arabic)	Name
73	Malta	Name (Arabic)	Name
73	bdiet	Arabic	Arabic
73	kampanja	Non-Arabic	Non-Arabic
73	ta'	Arabic	Arabic
73	ġbir	Arabic	Arabic
73	ta'	Arabic	Arabic
73	fondi	Non-Arabic	Non-Arabic
73	għal	Arabic	Arabic
73	dawn	Arabic	Arabic
73	il-	Arabic	Arabic
73	vittmi	Non-Arabic	Non-Arabic
73	.	Symbol	Symbol
74	L-	Arabic	Arabic
74	Arċisqof	Non-Arabic	Non-Arabic
74	Pawlu	Name (Non-Arabic)	Name
74	Cremona	Name (Non-Arabic)	Name
74	u	Arabic	Arabic
74	l-	Arabic	Arabic
74	Isqof	Arabic	Arabic
74	t'	Arabic	Arabic
74	Għawdex	Name (Arabic)	Name
74	Mario	Name (Non-Arabic)	Name
74	Grech	Name (Non-Arabic)	Name
74	taw	Arabic	Arabic
74	l-	Arabic	Arabic
74	approvazzjoni	Non-Arabic	Non-Arabic
74	tagħhom	Arabic	Arabic
74	għal	Arabic	Arabic
74	din	Arabic	Arabic
74	il-	Arabic	Arabic
74	kampanja	Non-Arabic	Non-Arabic
74	u	Arabic	Arabic
74	appellaw	Mixed	Non-Arabic
74	għall-	Arabic	Arabic
74	ġenerożità	Non-Arabic	Non-Arabic
74	tal-	Arabic	Arabic
74	poplu	Non-Arabic	Non-Arabic
74	biex	Arabic	Arabic
74	jgħinu	Arabic	Arabic
74	lil	Arabic	Arabic
74	dawk	Arabic	Arabic
74	li	Arabic	Arabic
74	qed	Arabic	Arabic
74	ibatu	Mixed	Non-Arabic
74	.	Symbol	Symbol
75	Id-	Arabic	Arabic
75	donazzjonijiet	Mixed	Non-Arabic
75	jistgħu	Arabic	Arabic
75	jingħataw	Arabic	Arabic
75	lill-	Arabic	Arabic
75	kappillani	Non-Arabic	Non-Arabic
75	tal-	Arabic	Arabic
75	parroċċi	Non-Arabic	Non-Arabic
75	tal-	Arabic	Arabic
75	Gżejjer	Arabic	Arabic
75	Maltin	Name (Arabic)	Name
75	jew	Arabic	Arabic
75	jintbagħtu	Arabic	Arabic
75	direttament	Non-Arabic	Non-Arabic
75	lill-	Arabic	Arabic
75	Caritas	Name (Non-Arabic)	Name
75	jew	Arabic	Arabic
75	f'	Arabic	Arabic
75	kontijiet	Mixed	Non-Arabic
75	bankarji	Non-Arabic	Non-Arabic
75	apposta	Non-Arabic	Non-Arabic
75	.	Symbol	Symbol
76	Wara	Arabic	Arabic
76	konsultazzjoni	Non-Arabic	Non-Arabic
76	li	Arabic	Arabic
76	saret	Arabic	Arabic
76	il-	Arabic	Arabic
76	bieraħ	Arabic	Arabic
76	mal-	Arabic	Arabic
76	Kumitat	Non-Arabic	Non-Arabic
76	għall-	Arabic	Arabic
76	Affarijiet	Mixed	Non-Arabic
76	Soċjali	Non-Arabic	Non-Arabic
76	tal-	Arabic	Arabic
76	Kamra	Non-Arabic	Non-Arabic
76	tar-	Arabic	Arabic
76	Rappreżentanti	Non-Arabic	Non-Arabic
76	,	Symbol	Symbol
76	il-	Arabic	Arabic
76	Ministeru	Non-Arabic	Non-Arabic
76	għall-	Arabic	Arabic
76	Familja	Non-Arabic	Non-Arabic
76	u	Arabic	Arabic
76	s-	Arabic	Arabic
76	Solidarjetà	Non-Arabic	Non-Arabic
76	Soċjali	Non-Arabic	Non-Arabic
76	ħabbar	Arabic	Arabic
76	li	Arabic	Arabic
76	ġiet	Arabic	Arabic
76	magħżula	Arabic	Arabic
76	s-	Arabic	Arabic
76	Sinjura	Non-Arabic	Non-Arabic
76	Carmen	Name (Non-Arabic)	Name
76	Żammit	Name (Arabic)	Name
76	bħala	Arabic	Arabic
76	l-	Arabic	Arabic
76	Kummissarju	Non-Arabic	Non-Arabic
76	l-	Arabic	Arabic
76	ġdid	Arabic	Arabic
76	għat-	Arabic	Arabic
76	Tfal	Arabic	Arabic
76	.	Symbol	Symbol
77	L-	Arabic	Arabic
77	aħbar	Arabic	Arabic
77	tal-	Arabic	Arabic
77	ħatra	Arabic	Arabic
77	l-	Arabic	Arabic
77	ġdida	Arabic	Arabic
77	fissret	Arabic	Arabic
77	l-	Arabic	Arabic
77	għeluq	Arabic	Arabic
77	uffiċjali	Non-Arabic	Non-Arabic
77	tal-	Arabic	Arabic
77	kapitlu	Non-Arabic	Non-Arabic
77	ta'	Arabic	Arabic
77	ħidma	Arabic	Arabic
77	mwettqa	Arabic	Arabic
77	mis-	Arabic	Arabic
77	Sinjura	Non-Arabic	Non-Arabic
77	Sonia	Name (Non-Arabic)	Name
77	Camilleri	Name (Arabic)	Name
77	f'	Arabic	Arabic
77	dawn	Arabic	Arabic
77	l-	Arabic	Arabic
77	aħħar	Arabic	Arabic
77	tliet	Arabic	Arabic
77	snin	Arabic	Arabic
77	.	Symbol	Symbol
78	Camilleri	Name (Arabic)	Name
78	kienet	Arabic	Arabic
78	tefgħet	Arabic	Arabic
78	ir-	Arabic	Arabic
78	riżenja	Non-Arabic	Non-Arabic
78	tagħha	Arabic	Arabic
78	f'	Arabic	Arabic
78	Diċembru	Name (Non-Arabic)	Name
78	li	Arabic	Arabic
78	għadda	Arabic	Arabic
78	wara	Arabic	Arabic
78	li	Arabic	Arabic
78	stqarret	Arabic	Arabic
78	li	Arabic	Arabic
78	ma	Arabic	Arabic
78	setgħetx	Arabic	Arabic
78	tibqa'	Arabic	Arabic
78	taħdem	Arabic	Arabic
78	kif	Arabic	Arabic
78	xtaqet	Arabic	Arabic
78	biex	Arabic	Arabic
78	tħares	Arabic	Arabic
78	l-	Arabic	Arabic
78	interessi	Non-Arabic	Non-Arabic
78	tat-	Arabic	Arabic
78	tfal	Arabic	Arabic
78	peress	Non-Arabic	Non-Arabic
78	li	Arabic	Arabic
78	swew	Arabic	Arabic
78	għalxejn	Arabic	Arabic
78	it-	Arabic	Arabic
78	tentattivi	Non-Arabic	Non-Arabic
78	tagħha	Arabic	Arabic
78	biex	Arabic	Arabic
78	isiru	Arabic	Arabic
78	xi	Arabic	Arabic
78	emendi	Non-Arabic	Non-Arabic
78	fil-	Arabic	Arabic
78	liġijiet	Mixed	Non-Arabic
78	.	Symbol	Symbol
79	Sonia	Name (Non-Arabic)	Name
79	Camilleri	Name (Arabic)	Name
79	kienet	Arabic	Arabic
79	qalet	Arabic	Arabic
79	ukoll	Arabic	Arabic
79	li	Arabic	Arabic
79	l-	Arabic	Arabic
79	problema	Non-Arabic	Non-Arabic
79	l-	Arabic	Arabic
79	oħra	Arabic	Arabic
79	li	Arabic	Arabic
79	fixklitha	Arabic	Arabic
79	milli	Arabic	Arabic
79	twettaq	Arabic	Arabic
79	xogħolha	Arabic	Arabic
79	bl-	Arabic	Arabic
79	aħjar	Arabic	Arabic
79	mod	Non-Arabic	Non-Arabic
79	possibbli	Non-Arabic	Non-Arabic
79	kienet	Arabic	Arabic
79	in-	Arabic	Arabic
79	nuqqas	Arabic	Arabic
79	ta'	Arabic	Arabic
79	riżorsi	Non-Arabic	Non-Arabic
79	li	Arabic	Arabic
79	sabet	Arabic	Arabic
79	biex	Arabic	Arabic
79	taħdem	Arabic	Arabic
79	bihom	Arabic	Arabic
79	.	Symbol	Symbol
80	Minn	Arabic	Arabic
80	Diċembru	Name (Non-Arabic)	Name
80	'l	Arabic	Arabic
80	hawn	Arabic	Arabic
80	,	Symbol	Symbol
80	Sonia	Name (Non-Arabic)	Name
80	Camilleri	Name (Arabic)	Name
80	xorta	Non-Arabic	Non-Arabic
80	baqgħet	Arabic	Arabic
80	tokkupa	Mixed	Non-Arabic
80	l-	Arabic	Arabic
80	post	Non-Arabic	Non-Arabic
80	tagħha	Arabic	Arabic
80	sakemm	Arabic	Arabic
80	jinstab	Arabic	Arabic
80	Kummissarju	Non-Arabic	Non-Arabic
80	ieħor	Arabic	Arabic
80	.	Symbol	Symbol
81	Fil-	Arabic	Arabic
81	fatt	Non-Arabic	Non-Arabic
81	ir-	Arabic	Arabic
81	rapport	Non-Arabic	Non-Arabic
81	annwali	Non-Arabic	Non-Arabic
81	għas-	Arabic	Arabic
81	sena	Arabic	Arabic
81	2006	Symbol	Symbol
81	,	Symbol	Symbol
81	It-	Arabic	Arabic
81	Tfal	Arabic	Arabic
81	Issa	Arabic	Arabic
81	,	Symbol	Symbol
81	ġie	Arabic	Arabic
81	ppubblikat	Mixed	Non-Arabic
81	f'	Arabic	Arabic
81	nofs	Arabic	Arabic
81	Frar	Name (Non-Arabic)	Name
81	li	Arabic	Arabic
81	għadda	Arabic	Arabic
81	meta	Arabic	Arabic
81	dak	Arabic	Arabic
81	in-	Arabic	Arabic
81	nhar	Arabic	Arabic
81	Camilleri	Name (Arabic)	Name
81	indirizzat	Mixed	Non-Arabic
81	l-	Arabic	Arabic
81	aħħar	Arabic	Arabic
81	konferenza	Non-Arabic	Non-Arabic
81	ta'	Arabic	Arabic
81	l-	Arabic	Arabic
81	aħbarijiet	Arabic	Arabic
81	bħala	Arabic	Arabic
81	Kummissarju	Non-Arabic	Non-Arabic
81	.	Symbol	Symbol
82	Il-	Arabic	Arabic
82	ħatra	Arabic	Arabic
82	ta'	Arabic	Arabic
82	Carmen	Name (Non-Arabic)	Name
82	Żammit	Name (Arabic)	Name
82	se	Arabic	Arabic
82	tingħata	Arabic	Arabic
82	mill-	Arabic	Arabic
82	Prim	Non-Arabic	Non-Arabic
82	Ministru	Non-Arabic	Non-Arabic
82	fil-	Arabic	Arabic
82	ġranet	Mixed	Non-Arabic
82	li	Arabic	Arabic
82	ġejjin	Arabic	Arabic
82	.	Symbol	Symbol
83	Żammit	Name (Arabic)	Name
83	għandha	Arabic	Arabic
83	esperjenza	Non-Arabic	Non-Arabic
83	estensiva	Non-Arabic	Non-Arabic
83	fix-	Arabic	Arabic
83	xogħol	Arabic	Arabic
83	mat-	Arabic	Arabic
83	tfal	Arabic	Arabic
83	kif	Arabic	Arabic
83	ukoll	Arabic	Arabic
83	fil-	Arabic	Arabic
83	qasam	Arabic	Arabic
83	tas-	Arabic	Arabic
83	servizzi	Non-Arabic	Non-Arabic
83	soċjali	Non-Arabic	Non-Arabic
83	.	Symbol	Symbol
84	Hija	Arabic	Arabic
84	għandha	Arabic	Arabic
84	ċertifikat	Non-Arabic	Non-Arabic
84	fl-	Arabic	Arabic
84	immaniġġjar	Non-Arabic	Non-Arabic
84	tax-	Arabic	Arabic
84	xogħol	Arabic	Arabic
84	fil-	Arabic	Arabic
84	qasam	Arabic	Arabic
84	soċjali	Non-Arabic	Non-Arabic
84	mill-	Arabic	Arabic
84	Università	Non-Arabic	Non-Arabic
84	ta'	Arabic	Arabic
84	Malta	Name (Arabic)	Name
84	kif	Arabic	Arabic
84	ukoll	Arabic	Arabic
84	diploma	Non-Arabic	Non-Arabic
84	fl-	Arabic	Arabic
84	għajnuna	Arabic	Arabic
84	soċjali	Non-Arabic	Non-Arabic
84	minn	Arabic	Arabic
84	istituzzjoni	Non-Arabic	Non-Arabic
84	għolja	Arabic	Arabic
84	fl-	Arabic	Arabic
84	Italja	Name (Non-Arabic)	Name
84	.	Symbol	Symbol
85	Is-	Arabic	Arabic
85	Sinjura	Non-Arabic	Non-Arabic
85	Żammit	Name (Arabic)	Name
85	,	Symbol	Symbol
85	li	Arabic	Arabic
85	bdiet	Arabic	Arabic
85	il-	Arabic	Arabic
85	karriera	Non-Arabic	Non-Arabic
85	tagħha	Arabic	Arabic
85	bħala	Arabic	Arabic
85	għalliema	Arabic	Arabic
85	,	Symbol	Symbol
85	dan	Arabic	Arabic
85	l-	Arabic	Arabic
85	aħħar	Arabic	Arabic
85	okkupat	Non-Arabic	Non-Arabic
85	il-	Arabic	Arabic
85	post	Non-Arabic	Non-Arabic
85	ta'	Arabic	Arabic
85	Direttur	Non-Arabic	Non-Arabic
85	tad-	Arabic	Arabic
85	Djar	Arabic	Arabic
85	.	Symbol	Symbol
86	Dan	Arabic	Arabic
86	kien	Arabic	Arabic
86	jinvolvi	Mixed	Non-Arabic
86	t-	Arabic	Arabic
86	tmexxija	Arabic	Arabic
86	ta'	Arabic	Arabic
86	Programm	Non-Arabic	Non-Arabic
86	Fejda	Name (Arabic)	Name
86	u	Arabic	Arabic
86	Jeanne	Name (Non-Arabic)	Name
86	Antide	Name (Non-Arabic)	Name
86	Home	Name (Non-Arabic)	Name
86	,	Symbol	Symbol
86	żewġ	Arabic	Arabic
86	djar	Arabic	Arabic
86	residenzjali	Non-Arabic	Non-Arabic
86	għal	Arabic	Arabic
86	tfajliet	Arabic	Arabic
86	adoloxxenti	Non-Arabic	Non-Arabic
86	bi	Arabic	Arabic
86	problemi	Non-Arabic	Non-Arabic
86	emozzjonali	Non-Arabic	Non-Arabic
86	u	Arabic	Arabic
86	personali	Non-Arabic	Non-Arabic
86	,	Symbol	Symbol
86	kif	Arabic	Arabic
86	ukoll	Arabic	Arabic
86	it-	Arabic	Arabic
86	tmexxija	Arabic	Arabic
86	ta'	Arabic	Arabic
86	Dar	Arabic	Arabic
86	is-	Arabic	Arabic
86	Sliem	Arabic	Arabic
86	u	Arabic	Arabic
86	Dar	Arabic	Arabic
86	il-	Arabic	Arabic
86	Liedna	Name (Non-Arabic)	Name
86	,	Symbol	Symbol
86	li	Arabic	Arabic
86	huma	Arabic	Arabic
86	żewġ	Arabic	Arabic
86	djar	Arabic	Arabic
86	residenzjali	Non-Arabic	Non-Arabic
86	għall-	Arabic	Arabic
86	immigranti	Non-Arabic	Non-Arabic
86	rregolari	Non-Arabic	Non-Arabic
86	u	Arabic	Arabic
86	t-	Arabic	Arabic
86	tmexxija	Arabic	Arabic
86	ta'	Arabic	Arabic
86	Dar	Arabic	Arabic
86	il-	Arabic	Arabic
86	Qawsalla	Arabic	Arabic
86	u	Arabic	Arabic
86	Dar	Arabic	Arabic
86	il-	Arabic	Arabic
86	Lidna	Name (Non-Arabic)	Name
86	,	Symbol	Symbol
86	żewġ	Arabic	Arabic
86	djar	Arabic	Arabic
86	għal	Arabic	Arabic
86	immigranti	Non-Arabic	Non-Arabic
86	rregolari	Non-Arabic	Non-Arabic
86	vulnerabbli	Non-Arabic	Non-Arabic
86	.	Symbol	Symbol
87	Qabel	Arabic	Arabic
87	dawn	Arabic	Arabic
87	il-	Arabic	Arabic
87	karigi	Non-Arabic	Non-Arabic
87	,	Symbol	Symbol
87	Carmen	Name (Non-Arabic)	Name
87	Żammit	Name (Arabic)	Name
87	kienet	Arabic	Arabic
87	id-	Arabic	Arabic
87	Direttur	Non-Arabic	Non-Arabic
87	tad-	Arabic	Arabic
87	dipartiment	Non-Arabic	Non-Arabic
87	għall-	Arabic	Arabic
87	Family	Name (Non-Arabic)	Name
87	Welfare	Name (Non-Arabic)	Name
87	kif	Arabic	Arabic
87	ukoll	Arabic	Arabic
87	lecturer	Code-Switching	Code-Switching
87	fl-	Arabic	Arabic
87	Università	Non-Arabic	Non-Arabic
87	ta'	Arabic	Arabic
87	Malta	Name (Arabic)	Name
87	.	Symbol	Symbol
88	Kienet	Arabic	Arabic
88	ukoll	Arabic	Arabic
88	responsabbli	Non-Arabic	Non-Arabic
88	għal	Arabic	Arabic
88	programmi	Non-Arabic	Non-Arabic
88	indirizzati	Non-Arabic	Non-Arabic
88	għall-	Arabic	Arabic
88	adoloxxenti	Non-Arabic	Non-Arabic
88	bi	Arabic	Arabic
88	problemi	Non-Arabic	Non-Arabic
88	kif	Arabic	Arabic
88	ukoll	Arabic	Arabic
88	għall-	Arabic	Arabic
88	vittmi	Non-Arabic	Non-Arabic
88	ta'	Arabic	Arabic
88	vjolenza	Non-Arabic	Non-Arabic
88	domestika	Non-Arabic	Non-Arabic
88	.	Symbol	Symbol
89	L-	Arabic	Arabic
89	aħħar	Arabic	Arabic
89	ċans	Non-Arabic	Non-Arabic
90	Minn	Arabic	Arabic
90	Edwin	Name (Non-Arabic)	Name
90	Vassallo	Name (Non-Arabic)	Name
90	Koordinatur	Non-Arabic	Non-Arabic
90	tas-	Arabic	Arabic
90	Segretarjat	Non-Arabic	Non-Arabic
90	tas-	Arabic	Arabic
90	'	Symbol	Symbol
90	Self	Code-Switching	Code-Switching
90	-	Symbol	Symbol
90	Employed	Code-Switching	Code-Switching
90	'	Symbol	Symbol
90	u	Arabic	Arabic
90	Negozji	Non-Arabic	Non-Arabic
90	Żgħar	Arabic	Arabic
90	tal-	Arabic	Arabic
90	Partit	Non-Arabic	Non-Arabic
90	Nazzjonalista	Non-Arabic	Non-Arabic
91	Iż-	Arabic	Arabic
91	żmien	Arabic	Arabic
91	għaddej	Arabic	Arabic
91	,	Symbol	Symbol
91	l-	Arabic	Arabic
91	elezzjoni	Non-Arabic	Non-Arabic
91	ġenerali	Non-Arabic	Non-Arabic
91	qiegħda	Arabic	Arabic
91	f'	Arabic	Arabic
91	moħħ	Arabic	Arabic
91	kulħadd	Arabic	Arabic
91	.	Symbol	Symbol
92	B'	Arabic	Arabic
92	mod	Non-Arabic	Non-Arabic
92	speċjali	Non-Arabic	Non-Arabic
92	f'	Arabic	Arabic
92	moħħ	Arabic	Arabic
92	dawk	Arabic	Arabic
92	kollha	Arabic	Arabic
92	li	Arabic	Arabic
92	qed	Arabic	Arabic
92	jistennew	Arabic	Arabic
92	bidla	Arabic	Arabic
92	fil-	Arabic	Arabic
92	Gvern	Non-Arabic	Non-Arabic
92	.	Symbol	Symbol
93	Matul	Arabic	Arabic
93	il-	Arabic	Arabic
93	kampanja	Non-Arabic	Non-Arabic
93	elettorali	Non-Arabic	Non-Arabic
93	li	Arabic	Arabic
93	għaddiet	Arabic	Arabic
93	,	Symbol	Symbol
93	Alfred	Name (Non-Arabic)	Name
93	Sant	Name (Arabic)	Name
93	dakinhar	Arabic	Arabic
93	Kap	Non-Arabic	Non-Arabic
93	ta'	Arabic	Arabic
93	l-	Arabic	Arabic
93	Oppożizzjoni	Non-Arabic	Non-Arabic
93	,	Symbol	Symbol
93	kien	Arabic	Arabic
93	jgħid	Arabic	Arabic
93	li	Arabic	Arabic
93	dik	Arabic	Arabic
93	l-	Arabic	Arabic
93	elezzjoni	Non-Arabic	Non-Arabic
93	kellha	Arabic	Arabic
93	tkun	Arabic	Arabic
93	l-	Arabic	Arabic
93	aħħar	Arabic	Arabic
93	ċans	Non-Arabic	Non-Arabic
93	biex	Arabic	Arabic
93	titneħħa	Arabic	Arabic
93	l-	Arabic	Arabic
93	VAT	Name (Non-Arabic)	Name
93	.	Symbol	Symbol
94	Illum	Arabic	Arabic
94	,	Symbol	Symbol
94	iżjed	Arabic	Arabic
94	ma	Arabic	Arabic
94	jgħaddi	Arabic	Arabic
94	ż-	Arabic	Arabic
94	żmien	Arabic	Arabic
94	,	Symbol	Symbol
94	sakemm	Arabic	Arabic
94	tasal	Arabic	Arabic
94	l-	Arabic	Arabic
94	elezzjoni	Non-Arabic	Non-Arabic
94	,	Symbol	Symbol
94	iżjed	Arabic	Arabic
94	nikkonfermaw	Mixed	Non-Arabic
94	li	Arabic	Arabic
94	issa	Arabic	Arabic
94	hu	Arabic	Arabic
94	l-	Arabic	Arabic
94	aħħar	Arabic	Arabic
94	ċans	Non-Arabic	Non-Arabic
94	biex	Arabic	Arabic
94	nagħtu	Arabic	Arabic
94	l-	Arabic	Arabic
94	ħajja	Arabic	Arabic
94	lix-	Arabic	Arabic
94	xogħol	Arabic	Arabic
94	f'	Arabic	Arabic
94	dan	Arabic	Arabic
94	il-	Arabic	Arabic
94	pajjiż	Non-Arabic	Non-Arabic
94	.	Symbol	Symbol
95	Aħna	Arabic	Arabic
95	s-	Arabic	Arabic
95	self	Code-Switching	Code-Switching
95	employed	Code-Switching	Code-Switching
95	u	Arabic	Arabic
95	l-	Arabic	Arabic
95	familji	Non-Arabic	Non-Arabic
95	tagħna	Arabic	Arabic
95	għandna	Arabic	Arabic
95	nieħdu	Arabic	Arabic
95	kull	Arabic	Arabic
95	okkażjoni	Non-Arabic	Non-Arabic
95	li	Arabic	Arabic
95	nispjegaw	Mixed	Non-Arabic
95	xi	Arabic	Arabic
95	jfisser	Arabic	Arabic
95	li	Arabic	Arabic
95	jkollok	Arabic	Arabic
95	negozju	Non-Arabic	Non-Arabic
95	u	Arabic	Arabic
95	ma	Arabic	Arabic
95	għandekx	Arabic	Arabic
95	xogħol	Arabic	Arabic
95	.	Symbol	Symbol
96	Hawn	Arabic	Arabic
96	min	Arabic	Arabic
96	ma	Arabic	Arabic
96	jemminx	Arabic	Arabic
96	li	Arabic	Arabic
96	hawn	Arabic	Arabic
96	l-	Arabic	Arabic
96	istaġnar	Non-Arabic	Non-Arabic
96	ekonomiku	Non-Arabic	Non-Arabic
96	u	Arabic	Arabic
96	li	Arabic	Arabic
96	x-	Arabic	Arabic
96	xogħol	Arabic	Arabic
96	hu	Arabic	Arabic
96	wieqaf	Arabic	Arabic
96	.	Symbol	Symbol
97	Donnu	Arabic	Arabic
97	li	Arabic	Arabic
97	qisna	Arabic	Arabic
97	qegħdin	Arabic	Arabic
97	ngħixu	Arabic	Arabic
97	fi	Arabic	Arabic
97	kriżi	Non-Arabic	Non-Arabic
97	ekonomika	Non-Arabic	Non-Arabic
97	klandestina	Non-Arabic	Non-Arabic
97	!	Symbol	Symbol
98	Jidher	Arabic	Arabic
98	li	Arabic	Arabic
98	baqa'	Arabic	Arabic
98	dawk	Arabic	Arabic
98	il-	Arabic	Arabic
98	ftit	Arabic	Arabic
98	li	Arabic	Arabic
98	jew	Arabic	Arabic
98	għaliex	Arabic	Arabic
98	ma	Arabic	Arabic
98	jistgħux	Arabic	Arabic
98	jew	Arabic	Arabic
98	għaliex	Arabic	Arabic
98	hekk	Arabic	Arabic
98	jaqblilhom	Arabic	Arabic
98	,	Symbol	Symbol
98	ma	Arabic	Arabic
98	jridux	Arabic	Arabic
98	jemmnu	Arabic	Arabic
98	li	Arabic	Arabic
98	x-	Arabic	Arabic
98	xogħol	Arabic	Arabic
98	hu	Arabic	Arabic
98	wieqaf	Arabic	Arabic
98	.	Symbol	Symbol
99	Għalina	Arabic	Arabic
99	s-	Arabic	Arabic
99	self	Code-Switching	Code-Switching
99	employed	Code-Switching	Code-Switching
99	,	Symbol	Symbol
99	li	Arabic	Arabic
99	lkoll	Arabic	Arabic
99	għandna	Arabic	Arabic
99	n-	Arabic	Arabic
99	negozji	Non-Arabic	Non-Arabic
99	żgħar	Arabic	Arabic
99	jew	Arabic	Arabic
99	imdaqqsin	Arabic	Arabic
99	tagħna	Arabic	Arabic
99	,	Symbol	Symbol
99	għandna	Arabic	Arabic
99	nispjegaw	Mixed	Non-Arabic
99	lil	Arabic	Arabic
99	dawk	Arabic	Arabic
99	li	Arabic	Arabic
99	niltaqgħu	Arabic	Arabic
99	magħhom	Arabic	Arabic
99	li	Arabic	Arabic
99	x-	Arabic	Arabic
99	xogħol	Arabic	Arabic
99	mhux	Arabic	Arabic
99	jirrendi	Mixed	Non-Arabic
99	daqskemm	Arabic	Arabic
99	kien	Arabic	Arabic
99	jirrendi	Mixed	Non-Arabic
99	qabel	Arabic	Arabic
99	.	Symbol	Symbol
100	Il-	Arabic	Arabic
100	ħwienet	Arabic	Arabic
100	tagħna	Arabic	Arabic
100	u	Arabic	Arabic
100	l-	Arabic	Arabic
100	industriji	Non-Arabic	Non-Arabic
100	tagħna	Arabic	Arabic
100	mhumiex	Arabic	Arabic
100	iħaddmu	Arabic	Arabic
100	ħaddiema	Arabic	Arabic
100	daqskemm	Arabic	Arabic
100	nixtiequ	Arabic	Arabic
100	.	Symbol	Symbol
101	Hawn	Arabic	Arabic
101	min	Arabic	Arabic
101	jaħseb	Arabic	Arabic
101	li	Arabic	Arabic
101	għaliex	Arabic	Arabic
101	fil-	Arabic	Arabic
101	weekends	Code-Switching	Code-Switching
101	jara	Arabic	Arabic
101	t-	Arabic	Arabic
101	toroq	Arabic	Arabic
101	mimlijin	Arabic	Arabic
101	karrozzi	Non-Arabic	Non-Arabic
101	allura	Non-Arabic	Non-Arabic
101	din	Arabic	Arabic
101	l-	Arabic	Arabic
101	argument	Non-Arabic	Non-Arabic
101	ta'	Arabic	Arabic
101	staġnar	Non-Arabic	Non-Arabic
101	ekonomiku	Non-Arabic	Non-Arabic
101	hi	Arabic	Arabic
101	ħrafa	Arabic	Arabic
101	.	Symbol	Symbol
102	Ejjew	Arabic	Arabic
102	nispjegaw	Mixed	Non-Arabic
